record_ID,well_ID,service_visit_type,village_name,prefecture,pump_working,pump_fixed,activity_date,Latitude,Longitude,pump_type,payment,team_number,sous_prefecture,wells::mission_id,,,,
37697,A786,eep,SABONGO 3,ombelampoko,non,oui,03/28/2019,4.264751,18.44506,hpv_60,0,eep_moto_2,Bimbo,Moto_Bangui_Groupe_2,,,,
37694,R239,eep,Samba 2 India,ombelampoko,oui,oui,03/28/2019,4.317571,18.45743,india_mark_2,0,eep_moto_2,bimbo,Moto_Bangui_Groupe_1,,,,
37691,A730,eep,KPALONGO 2,ombelampoko,problem,oui,03/28/2019,4.316297,18.46717,hpv_60,0,eep_moto_2,bimbo,Moto_Bangui_Groupe_1,,,,
37661,A796,eep,ZILLA 2,ombelampoko,problem,oui,03/28/2019,4.317839,18.49922,hpv_60,0,eep_moto_2,bimbo,Moto_Bangui_Groupe_1,,,,
37658,A3286,eep,KPOBANGA,ombelampoko,problem,oui,03/28/2019,4.506202,18.47831,hpv_60,20000,eep_moto_2,bimbo,Moto_Bangui_Groupe_5,,,,
37754,R533,eep,KPALONGO 1,ombelampoko,non,decommissioned,03/28/2019,,,hpv_60,0,eep_moto_2,bimbo,Moto_Bangui_Groupe_1,,,,
37700,A948,eep,SAKAI 1,ombelampoko,problem,oui,04/01/2019,4.421294,18.47226,hpv_60,40000,eep_moto_2,Bimbo,Moto_Bangui_Groupe_4,,,,
37751,F2014,eep,Sosso Nakombo 1,mamberekadei,non,non,04/01/2019,3.908273,15.49711,india_mark_2,0,eep_3,dedemokouba,Moto_Berberati_Groupe_3,,,,
37676,F2076,eep,Wapo 3C,mamberekadei,oui,oui,04/01/2019,4.213136,15.73789,hpv_60_2000,0,bti_rapid_response,berberati,Moto_Berberati_Groupe_2,,,,
37673,F2082,eep,Wapo 2B,mamberekadei,oui,oui,04/01/2019,4.222165,15.73815,hpv_60_2000,0,bti_rapid_response,berberati,Moto_Berberati_Groupe_2,,,,
37670,F2085,eep,Wapo 2A,mamberekadei,oui,oui,04/01/2019,4.222072,15.74011,hpv_60_2000,0,bti_rapid_response,berberati,Moto_Berberati_Groupe_2,,,,
,A135,,decommissioned,,,decommissioned,04/01/2019,,,,,,,NM_Groupe_1,,,,
,F111,,decommissioned,,,decommissioned,04/01/2019,,,,,,,,,,,
,F860,,decommissioned,,,decommissioned,04/01/2019,,,,,,,NM_Groupe_3,,,,
,A669,,decommissioned,,,decommissioned,04/01/2019,,,,,,,Ouham_Groupe_1,,,,
,X23,,decommissioned,,,decommissioned,04/01/2019,,,,,,,,,,,
,F132,,decommissioned,,,decommissioned,04/01/2019,,,,,,,OP_Groupe_7,,,,
37709,Z202,eep,Delebama 3,ombelampoko,non,oui,04/02/2019,4.554197,18.5154,india_mark_2,0,eep_moto_2,bimbo,Moto_Bangui_Groupe_6,,,,
37706,A1583,eep,BEGOUA CENTRE 1 MOSQUEE,ombelampoko,problem,problem,04/02/2019,4.455463,18.53318,india_mark_2,0,eep_moto_2,bimbo,Moto_Bangui_Groupe_5,,,,
37703,A1527,eep,DAZITHO,ombelampoko,problem,oui,04/02/2019,4.518349,18.47217,hpv_60,20000,eep_moto_2,bimbo,Moto_Bangui_Groupe_5,,,,
37727,R707,eep,NDIA,ombelampoko,oui,oui,04/03/2019,4.293621,18.5451,india_mark_2,0,eep_moto_2,bimbo,Moto_Bangui_Groupe_2,,,,
37724,R872,eep,TALO 2,,problem,problem,04/03/2019,4.255936,18.49483,india_mark_2,,eep_moto_2,,Moto_Bangui_Groupe_2,,,,
37721,A1693,eep,SEKIA DALE,ombelampoko,oui,oui,04/03/2019,4.309995,18.41469,hpv_60,0,eep_moto_2,Bimbo,Moto_Bangui_Groupe_1,,,,
37718,A1712,eep,SEKIA DALE,ombelampoko,problem,oui,04/03/2019,4.31062,18.40994,hpv_60,0,eep_moto_2,bimbo,Moto_Bangui_Groupe_1,,,,
37715,R515,eep,SEKIA DALE 2,ombelampoko,oui,oui,04/03/2019,4.311534,18.41259,hpv_60,0,eep_moto_2,bimbo,Moto_Bangui_Groupe_1,,,,
37712,A2272,eep,Samba 2 Vergnet,ombelampoko,oui,oui,04/03/2019,4.317784,18.45611,hpv_60,0,eep_moto_2,bimbo,Moto_Bangui_Groupe_1,,,,
37679,A1930,rapid_response,SOSSO NAKOMBO SIRET,mamberekadei,problem,problem,04/03/2019,3.907808,15.50146,hpv_60,0,bti_rapid_response,dedemokouba,Moto_Berberati_Groupe_3,,,,
37745,A2909,eep,NDANGALA 2,lobaye,non,oui,04/04/2019,4.315774,18.33304,hpv_60,0,eep_moto_2,mbaiki,Moto_Bangui_Groupe_1,,,,
37742,A1694,eep,NDANGALA 1,ombelampoko,oui,oui,04/04/2019,4.313286,18.34668,hpv_60,0,eep_moto_2,Bimbo,Moto_Bangui_Groupe_1,,,,
37739,R733,eep,NDANGALA Marche,ombelampoko,oui,oui,04/04/2019,4.314139,18.35137,india_mark_2,0,eep_moto_2,bimbo,Moto_Bangui_Groupe_1,,,,
37736,F256,eep,Yamboro II,ombelampoko,oui,oui,04/04/2019,4.310572,18.38704,hpv_60,0,eep_moto_2,bimbo,Moto_Bangui_Groupe_1,,,,
37733,F255,eep,Yamboro II,ombelampoko,oui,oui,04/04/2019,4.312184,18.39437,india_mark_4,0,eep_moto_2,bimbo,Moto_Bangui_Groupe_1,,,,
37730,A248,eep,SAMBA 1,nanamambere,oui,oui,04/04/2019,4.318581,18.45674,india_mark_2,0,eep_moto_2,baoro,Moto_Bangui_Groupe_1,,,,
37862,F644,monitor,Carriere PK22,ombelampoko,non,non,04/04/2019,4.524928,18.52024,hpv_60,0,eep_2,bimbo,Moto_Bangui_Groupe_6,,,,
37682,F1783,eep,Balego Centre de Sante,mamberekadei,oui,oui,04/04/2019,3.92709,16.23913,hpv_60,0,bti_rapid_response,berberati,Moto_Berberati_Groupe_5,,,,
38594,A3309,eep,Damara deo A,ombelampoko,oui,oui,04/08/2019,4.957796,18.69767,hpv_60,0,eep_4,damara,OM_Groupe_2,,,,
37874,A3310,eep,LINGANGUE 1,ombelampoko,oui,oui,04/08/2019,4.951336,18.69678,hpv_60,0,eep_4,damara,OM_Groupe_2,,,,
37871,A3304,eep,Ngouaka,ombelampoko,non,oui,04/08/2019,4.832067,18.65305,hpv_60,20000,eep_4,bimbo,OM_Groupe_1,,,,
37868,A1575,eep,GBANGO 3 PALACE,ombelampoko,oui,oui,04/08/2019,4.677553,18.57693,hpv_60,0,eep_4,bimbo,OM_Groupe_1,,,,
37865,A1789,eep,NGUERENGOU 2,ombelampoko,problem,decommissioned,04/08/2019,4.59477,18.53795,hpv_60,0,eep_4,damara,OM_Groupe_1,,,,
38660,A381,eep,BOSSEMPTELE CENTRE De sante,ouhampende,non,oui,04/08/2019,5.680449,16.63536,india_mark_2,0,eep_2,bozoum,OP_Groupe_1,,,,
37688,F2112,eep,Barka basso,mamberekadei,oui,oui,04/08/2019,4.230565,15.65186,hpv_60_2000,0,bti_rapid_response,berberati,Moto_Berberati_Groupe_2,,,,
37685,F2109,eep,Gbangobo,mamberekadei,oui,oui,04/08/2019,4.234762,15.6846,hpv_60_2000,0,bti_rapid_response,berberati,Moto_Berberati_Groupe_2,,,,
37781,R680,eep,CUISINIER,ombelampoko,oui,oui,04/09/2019,4.309586,18.28897,hpv_60,0,eep_moto_2,bimbo,Moto_Bangui_Groupe_1,,,,
37778,A994,eep,KAPOU 1 HOPITAL,lobaye,oui,oui,04/09/2019,4.298619,18.28433,india_mark_2,0,eep_moto_2,mbaiki,Moto_Bangui_Groupe_1,,,,
37775,Z003,eep,KAPOU ECOLE,,oui,oui,04/09/2019,4.299959,18.28361,hydro_india,0,eep_moto_2,,Moto_Bangui_Groupe_1,,,,
37772,R650,eep,BiMON 3,ombelampoko,oui,oui,04/09/2019,4.318973,18.30046,hpv_60,0,eep_moto_2,bimbo,Moto_Bangui_Groupe_1,,,,
37769,A944,eep,BIMON,lobaye,oui,oui,04/09/2019,4.318276,18.30629,hpv_60,0,eep_moto_2,mbaiki,Moto_Bangui_Groupe_1,,,,
37766,A1717,eep,Bimon Est 4,ombelampoko,oui,oui,04/09/2019,4.320472,18.31281,hpv_60,0,eep_moto_2,Bimbo,Moto_Bangui_Groupe_1,,,,
37763,A712,eep,ECOLE LA BONNE NOUVELLE,ombelampoko,problem,oui,04/09/2019,4.311163,18.34363,hpv_60,0,eep_moto_2,bimbo,Moto_Bangui_Groupe_1,,,,
37757,A947,eep,NDANGALA 4,ombelampoko,problem,oui,04/09/2019,,,hpv_60,0,eep_moto_2,bimbo,Moto_Bangui_Groupe_1,,,,
37886,Z122,eep,DOMOKIA,,oui,oui,04/09/2019,4.967817,18.69613,hpv_60,0,eep_4,,OM_Groupe_2,,,,
37883,A1582,eep,GBAGO 1,ombelampoko,oui,oui,04/09/2019,4.800873,18.63995,hpv_60,20000,eep_4,damara,OM_Groupe_1,,,,
37880,A1576,eep,Gbango Ecole,ombelampoko,oui,oui,04/09/2019,4.671023,18.5689,hpv_60,0,eep_4,bimbo,OM_Groupe_1,,,,
37877,A1574,eep,GBANGO PALACE,ombelampoko,problem,decommissioned,04/09/2019,4.670662,18.56809,hpv_60,0,eep_4,bimbo,OM_Groupe_1,,,,
37922,A429,monitor,Noukouana,nanamambere,non,decommissioned,04/09/2019,6.042,15.54817,hpv_60,,eep_2,bocaranga,NM_Groupe_7,,,,
37913,F130,eep,Zaoro Dana,nanamambere,non,oui,04/09/2019,6.149956,15.53569,hpv_60,0,eep_2,bouar,NM_Groupe_7,,,,
37910,A400,eep,KAITA,nanamambere,oui,oui,04/09/2019,6.175542,15.55882,hpv_60,0,eep_2,bouar,NM_Groupe_7,,,,
38762,A951,rapid_response,REGION SANITAIRE SECTEUR 2,mamberekadei,problem,oui,04/09/2019,4.241864,15.809,hpv_60,25000,bti_rapid_response,berberati,Moto_Berberati_Groupe_1,,,,
37796,A1699,eep,KAPOU CENTRE,lobaye,problem,problem,04/10/2019,4.295721,18.28301,india_mark_2,0,eep_moto_2,MBaiki,Moto_Bangui_Groupe_1,,,,
37793,A1510,eep,KAPOU 1,lobaye,oui,oui,04/10/2019,4.292831,18.28194,india_mark_2,0,eep_moto_2,mbaiki,Moto_Bangui_Groupe_1,,,,
37790,Z0011,eep,Bonganou,,oui,oui,04/10/2019,4.280811,18.27674,india_mark_2,0,eep_moto_2,,Moto_Bangui_Groupe_1,,,,
37787,A1696,eep,BIMON 2,ombelampoko,oui,oui,04/10/2019,4.31889,18.30321,hpv_60,0,eep_moto_2,Bimbo,Moto_Bangui_Groupe_1,,,,
37784,F1082,eep,Soeur Missionaire Combonienne 2 Bimbo hydro india,ombelampoko,oui,oui,04/10/2019,4.322251,18.52376,hydro_india,40000,eep_moto_2,bimbo,Moto_Bangui_Groupe_3,,,,
37907,A3295,eep,Damara Source,ombelampoko,oui,oui,04/10/2019,4.959476,18.70245,hpv_60,0,eep_4,damara,OM_Groupe_2,,,,
37904,A1579,eep,GBAH 2,ombelampoko,non,decommissioned,04/10/2019,4.704505,18.60172,hpv_60,0,eep_4,bimbo,OM_Groupe_1,,,,
37901,A1580,eep,Gbah,ombelampoko,oui,oui,04/10/2019,4.703652,18.60114,hpv_60,0,eep_4,bimbo,OM_Groupe_1,,,,
37898,A791,eep,Trangue gbaya 2,ombelampoko,oui,decommissioned,04/10/2019,4.657214,18.55967,hpv_60,0,eep_4,bimbo,OM_Groupe_1,,,,
37895,A792,eep,TRANGUE GBAYA 2 B,ombelampoko,non,decommissioned,04/10/2019,4.65447,18.55761,hpv_60,0,eep_4,bimbo,OM_Groupe_1,,,,
37889,A1581,eep,GBAGO 2,OuhamPende,problem,oui,04/10/2019,4.802959,18.64112,hpv_60,20000,eep_4,Bozoum,OM_Groupe_1,,,,
38165,A1009,eep,NDANGA CENTRE DE SANTE,Lobaye,non,oui,04/10/2019,4.1999,17.62853,hpv_60,20000,eep_3,Boda,Lobaye_Groupe_8,,,,
38396,F354,eep,Bokengue,ombelampoko,non,non,04/10/2019,5.263107,17.6564,hpv_60_2000,0,eep_1,bossembele,OM_Groupe_4,,,,
38765,F2003,eep,Sosso Ngonzou,mamberekadei,oui,oui,04/10/2019,3.918394,15.49949,india_mark_2,0,bti_rapid_response,dedemokouba,Moto_Berberati_Groupe_3,,,,
37802,A1784,eep,PADOUE MC ST ANTOINE,ombelampoko,oui,oui,04/11/2019,4.331337,18.52856,hydro_india,0,eep_moto_2,Bimbo,Moto_Bangui_Groupe_3,,,,
37799,A1911,eep,NDANGALA ECOLE,ombelampoko,problem,oui,04/11/2019,4.314273,18.34066,hpv_60,20000,eep_moto_2,bimbo,Moto_Bangui_Groupe_1,,,,
37760,R730,eep,NDANGALA III A,ombelampoko,problem,oui,04/11/2019,,,hpv_60,0,eep_moto_2,bimbo,Moto_Bangui_Groupe_1,,,,
37934,Z124,eep,DAMARA hopitale,ombelampoko,oui,oui,04/11/2019,4.960178,18.69916,hpv_60,0,eep_4,damara,OM_Groupe_2,,,,
37931,A3299,eep,Imohoro marche,ombelampoko,non,oui,04/11/2019,4.736539,18.61944,hpv_60,20000,eep_4,bimbo,OM_Groupe_1,,,,
37925,A1586,eep,IMOHORO SUD,ombelampoko,oui,oui,04/11/2019,4.729326,18.61682,india_mark_2,0,eep_4,bimbo,OM_Groupe_1,,,,
37919,A1573,eep,MALET,ombelampoko,non,non,04/11/2019,4.723042,18.61319,india_mark_2,0,eep_4,damara,OM_Groupe_1,,,,
37916,F1941,eep,Lycee Damara,ombelampoko,oui,oui,04/11/2019,4.959587,18.70435,hpv_60,0,eep_4,damara,OM_Groupe_2,,,,
38177,F995,eep,Bolaye 2,lobaye,oui,oui,04/11/2019,4.335165,17.36765,india_mark_2,0,eep_3,boda,Lobaye_Groupe_11,,,,
38174,A1017,eep,BOYO,lobaye,non,oui,04/11/2019,4.387675,17.31788,india_mark_2,0,eep_3,boda,Lobaye_Groupe_11,,,,
38171,A691,eep,BOLAYE 1,lobaye,non,oui,04/11/2019,4.304507,17.38723,india_mark_2,20000,eep_3,boda,Lobaye_Groupe_10,,,,
38168,Z0095,eep,Bolaye Centre de Sante,,non,oui,04/11/2019,4.306031,17.38667,hpv_60,5550,eep_3,,Lobaye_Groupe_10,,,,
37943,F128,eep,Bogbatoyo,nanamambere,non,oui,04/11/2019,6.303034,15.60101,hpv_60,0,eep_2,bouar,NM_Groupe_7,,,,
37937,A453,eep,YONGORO NASSARAO,nanamambere,oui,oui,04/11/2019,6.24369,15.59158,hpv_60,0,eep_2,bouar,NM_Groupe_7,,,,
37928,A452,eep,YONGORO 1 MC,nanamambere,oui,oui,04/11/2019,6.23737,15.58786,hpv_60,0,eep_2,bouar,NM_Groupe_7,,,,
38408,R830,eep,BODELE GBAYA,ombelampoko,oui,oui,04/11/2019,5.264575,17.64576,hpv_60_2000,0,eep_1,bossembele,OM_Groupe_5,,,,
38405,F668,eep,Bossembele quartier Gbabou,ombelampoko,oui,oui,04/11/2019,5.266993,17.64248,hpv_60_2000,20000,eep_1,bossembele,OM_Groupe_5,,,,
38402,R836,eep,BOKENGUE 1 ( NGANDO ),ombelampoko,oui,oui,04/11/2019,5.265242,17.65193,hpv_60_2000,15000,eep_1,bossembele,OM_Groupe_5,,,,
38399,F893,eep,BOSSEMBELE Gendarmerie,ombelampoko,oui,oui,04/11/2019,5.270218,17.64359,hpv_60_2000,10000,eep_1,bossembele,OM_Groupe_5,,,,
38393,R902,eep,NGANDO 1,ombelampoko,non,oui,04/11/2019,5.263143,17.65469,hpv_60_2000,20000,eep_1,bossembele,OM_Groupe_5,,,,
38756,A2177,eep,Gbambang,mamberekadei,oui,oui,04/11/2019,4.143141,16.02912,hpv_60,0,bti_rapid_response,berberati,Moto_Berberati_Groupe_5,,,,
37994,A3296,eep,Damara Ligangue 1,ombelampoko,problem,oui,04/12/2019,4.952349,18.69792,hpv_60,0,eep_4,damara,OM_Groupe_2,,,,
37991,R1056,eep,Imohoro Ecole,ombelampoko,oui,oui,04/12/2019,4.739415,18.62133,hpv_60,0,eep_4,damara,OM_Groupe_1,,,,
37988,A3303,monitor,Ngoundji 2,ombelampoko,non,decommissioned,04/12/2019,4.651795,18.55611,hpv_60,0,eep_4,bimbo,OM_Groupe_1,,,,
37955,A2733,eep,NGOUNDJI I,ombelampoko,oui,oui,04/12/2019,4.642418,18.54928,hpv_60,0,eep_4,bimbo,OM_Groupe_1,,,,
37949,A785,eep,NGUERENGOU 1,ombelampoko,non,oui,04/12/2019,4.599872,18.54047,hpv_60,0,eep_4,bimbo,OM_Groupe_1,,,,
37946,A782,eep,NGOUNZA,ombelampoko,oui,oui,04/12/2019,4.627259,18.54336,hydro_india,0,eep_4,bimbo,OM_Groupe_1,,,,
37940,Z227,eep,GBELET,ombelampoko,non,oui,04/12/2019,4.901117,18.68233,hpv_60,0,eep_4,damara,OM_Groupe_1,,,,
38189,A1019,eep,BOUDJOULA GBAGUERA,lobaye,non,non,04/12/2019,4.49296,17.28192,india_mark_2,0,eep_3,boganda,Lobaye_Groupe_11,,,,
38186,F998,eep,Boudjoula Dana,lobaye,non,non,04/12/2019,4.492412,17.28224,india_mark_2,0,eep_3,boganda,Lobaye_Groupe_11,,,,
38183,Z0096,eep,Boudjoula Centre de Sante,,problem,oui,04/12/2019,4.490428,17.28299,hpv_60,20000,eep_3,,Lobaye_Groupe_11,,,,
38180,A1004,eep,Boudjoula Sud,lobaye,non,non,04/12/2019,4.489178,17.28414,hpv_60,0,eep_3,boganda,Lobaye_Groupe_11,,,,
37961,F1880,eep,Ecole Toctoro de Bohong,ouhampende,oui,oui,04/12/2019,6.484454,15.64107,hydro_india,0,eep_2,bocaranga,OP_Groupe_6,,,,
37958,A367,eep,BOHONG SABONGARI 2,ouhampende,problem,oui,04/12/2019,6.49413,15.64278,hpv_60,3500,eep_2,bocaranga,OP_Groupe_6,,,,
37952,A1052,eep,PIKAM,ouhampende,oui,oui,04/12/2019,6.443765,15.6388,india_mark_2,0,eep_2,bocaranga,NM_Groupe_7,,,,
38426,A553,monitor,BOSSEMBELE BORNOU,ombelampoko,oui,oui,04/12/2019,5.266291,17.6459,hpv_60_2000,0,eep_1,bossembele,OM_Groupe_5,,,,
38420,A495,eep,BAKETTE,ombelampoko,oui,oui,04/12/2019,5.264796,17.6436,hpv_60_2000,10000,eep_1,bossembele,OM_Groupe_5,,,,
38417,A506,eep,BODANGA 1,ombelampoko,problem,oui,04/12/2019,5.263546,17.64178,hpv_60_2000,0,eep_1,bossembele,OM_Groupe_5,,,,
38414,F352,eep,Onogia B,ombelampoko,problem,oui,04/12/2019,5.265999,17.63808,hpv_60_2000,20000,eep_1,bossembele,OM_Groupe_5,,,,
38411,A753,eep,ONOGUIA,ombelampoko,oui,oui,04/12/2019,5.266416,17.63974,hpv_60_2000,20000,eep_1,bossembele,OM_Groupe_5,,,,
38768,F1133,monitor,Gendermerie de nandobo,mamberekadei,non,non,04/12/2019,4.667724,15.80026,hpv_100,,bti_rapid_response,carnot,Moto_Berberati_Groupe_4,,,,
38021,R614,eep,Ndara 2,ombelampoko,oui,oui,04/13/2019,4.974308,18.68992,hpv_60,0,eep_4,damara,OM_Groupe_2,,,,
38018,A946,eep,PATA 1,ombelampoko,oui,oui,04/13/2019,4.84179,18.65723,hpv_60,0,eep_4,damara,OM_Groupe_1,,,,
38015,R674,eep,Pata 3,ombelampoko,problem,oui,04/13/2019,4.839125,18.65671,hpv_60,0,eep_4,damara,OM_Groupe_1,,,,
38012,A3297,eep,LADOUMIE GBAYELE,ombelampoko,oui,oui,04/13/2019,4.781094,18.62862,hpv_60,0,eep_4,bimbo,OM_Groupe_1,,,,
38006,R656,eep,Gbandele B,ombelampoko,oui,oui,04/13/2019,4.808449,18.64407,hpv_60,0,eep_4,damara,OM_Groupe_1,,,,
38003,R668,eep,Pata 2,ombelampoko,problem,problem,04/13/2019,4.845494,18.65895,hpv_60,0,eep_4,damara,OM_Groupe_1,,,,
38000,A3298,eep,Grebeu Moanda,ombelampoko,oui,oui,04/13/2019,4.853583,18.66236,hpv_60,0,eep_4,damara,OM_Groupe_1,,,,
38210,A752,eep,BOGANANGONE ONAF,lobaye,oui,oui,04/13/2019,4.513282,17.26374,india_mark_2,0,eep_3,boganda,Lobaye_Groupe_11,,,,
38207,A1018,monitor,BOGALI LOBAYE,lobaye,non,non,04/13/2019,4.532575,17.2477,india_mark_2,,eep_3,boganda,Lobaye_Groupe_11,,,,
38204,F1965,eep,Mato 2,lobaye,problem,oui,04/13/2019,4.598819,17.22802,hpv_60,0,eep_3,boganangone,Lobaye_Groupe_11,,,,
38201,A1713,eep,BOGANANGONE MC 2,lobaye,non,decommissioned,04/13/2019,4.686822,17.19628,india_mark_2,0,eep_3,Boganangone,,,,,
38198,Y59,eep,Boganangone Centre Sante,lobaye,problem,oui,04/13/2019,4.683464,17.1962,hpv_60,0,eep_3,boganangone,Lobaye_Groupe_11,,,,
38195,A1070,eep,MATO,lobaye,non,decommissioned,04/13/2019,4.5986,17.22826,india_mark_2,0,eep_3,boganangone,,,,,
38192,F1908,eep,NOUKANE,lobaye,problem,oui,04/13/2019,4.44608,17.28874,hpv_100,10000,eep_3,boda,Lobaye_Groupe_11,,,,
37973,A2585,eep,BOHONG QTIER DOMTA,ouhampende,oui,oui,04/13/2019,6.491109,15.64657,india_mark_2,5000,eep_2,bocaranga,OP_Groupe_6,,,,
37970,A366,monitor,BOHONG SABONGARI 1,ouhampende,non,decommissioned,04/13/2019,6.492179,15.64707,india_mark_2,0,eep_2,bocaranga,OP_Groupe_6,,,,
37967,X42,eep,Bohong bocaranga 3,ouhampende,oui,oui,04/13/2019,6.493167,15.65164,india_mark_2,0,eep_2,bocaranga,OP_Groupe_6,,,,
37964,A361,eep,BOHONG CENTRE 1,ouhampende,problem,oui,04/13/2019,6.494462,15.64807,india_mark_2,0,eep_2,bocaranga,OP_Groupe_6,,,,
38438,Y28,eep,BOKOIN BOSSEMBELE,ombelampoko,non,oui,04/13/2019,5.264003,17.6393,india_mark_2,20000,eep_1,bossembele,OM_Groupe_5,,,,
38435,R578,eep,Bogbado,ombelampoko,problem,oui,04/13/2019,5.263225,17.63406,hpv_60,20000,eep_1,bossembele,OM_Groupe_5,,,,
38432,F659,eep,Bossembele EEF centre. 1,ombelampoko,oui,oui,04/13/2019,5.265587,17.63332,hpv_60_2000,15000,eep_1,bossembele,OM_Groupe_5,,,,
38429,A502,eep,Boani Bossembele,ombelampoko,oui,oui,04/13/2019,5.264491,17.6336,hpv_60_2000,20000,eep_1,bossembele,OM_Groupe_5,,,,
38423,Y27,eep,BODANGA,ombelampoko,non,oui,04/13/2019,5.263949,17.64315,india_mark_2,20000,eep_1,bossembele,OM_Groupe_5,,,,
38225,A762,eep,ZALINGO,lobaye,non,non,04/14/2019,4.733219,17.20662,india_mark_2,0,eep_3,boganangone,Lobaye_Groupe_11,,,,
38222,Y57,eep,BEKA- GOMI Centre Sante,lobaye,problem,problem,04/14/2019,4.767147,17.28233,hpv_60,0,eep_3,boganangone,Lobaye_Groupe_11,,,,
38219,A1016,eep,BEKA GONIE 2,lobaye,problem,problem,04/14/2019,4.767274,17.28774,india_mark_2,0,eep_3,boganangone,Lobaye_Groupe_11,,,,
38216,Y58,eep,BEKA- GOMI 1,lobaye,oui,oui,04/14/2019,4.766299,17.28445,india_mark_2,0,eep_3,boganangone,Lobaye_Groupe_11,,,,
38213,F1962,eep,Bossewi,lobaye,problem,oui,04/14/2019,4.580602,17.15969,hpv_60,20000,eep_3,boganda,Lobaye_Groupe_11,,,,
37982,A1053,eep,SANGUERE PENDE,ouhampende,oui,oui,04/14/2019,6.732774,15.53522,india_mark_2,0,eep_2,bocaranga,OP_Groupe_6,,,,
37979,A1056,eep,MBOTOGA Marche,ouhampende,oui,oui,04/14/2019,6.64403,15.56125,india_mark_2,0,eep_2,bocaranga,OP_Groupe_6,,,,
37976,A358,eep,BODE 1,ouhampende,non,non,04/14/2019,6.630494,15.57241,india_mark_2,0,eep_2,,OP_Groupe_6,,,,
37823,A1532,eep,NZONGO M'POKO BAC,ombelampoko,oui,oui,04/15/2019,4.361444,18.48348,hpv_60,20000,eep_moto_2,bimbo,Moto_Bangui_Groupe_3,,,,
37820,R742,eep,Carmel,ombelampoko,oui,oui,04/15/2019,4.342783,18.51367,india_mark_2,0,eep_moto_2,bimbo,Moto_Bangui_Groupe_3,,,,
37817,A1704,eep,BIMBO FORAGE FOCOLARI,ombelampoko,non,non,04/15/2019,4.341047,18.5234,hpv_60,0,eep_moto_2,Bimbo,Moto_Bangui_Groupe_3,,,,
37814,R662,eep,Sambrola A,ombelampoko,oui,oui,04/15/2019,4.327377,18.5167,india_mark_2,0,eep_moto_2,bimbo,Moto_Bangui_Groupe_3,,,,
37811,R665,eep,Sambrola B,ombelampoko,problem,oui,04/15/2019,4.327337,18.51833,india_mark_2,0,eep_moto_2,bimbo,Moto_Bangui_Groupe_3,,,,
37808,R704,eep,BIMBO Husaca,ombelampoko,oui,oui,04/15/2019,4.32252,18.5332,hpv_60,0,eep_moto_2,bimbo,Moto_Bangui_Groupe_3,,,,
37805,A2094,eep,BIMBO ECOLE PREFECTORALE,ombelampoko,problem,problem,04/15/2019,4.325074,18.52527,hpv_60,0,eep_moto_2,bimbo,Moto_Bangui_Groupe_3,,,,
38054,R800,eep,GBOZO,ombelampoko,non,decommissioned,04/15/2019,5.141894,18.47516,hpv_60,0,eep_4,damara,OM_Groupe_2,,,,
38045,A2009,eep,Bogangolo sud,ombelampoko,oui,oui,04/15/2019,5.571837,18.24935,hpv_60,0,eep_4,bogangolo,OM_Groupe_2,,,,
38042,A2011,eep,Bogangolo ouest,ombelampoko,oui,oui,04/15/2019,5.576707,18.244,hpv_60,0,eep_4,bogangolo,OM_Groupe_2,,,,
38033,A2010,eep,Bogangolo nord,ombelampoko,non,oui,04/15/2019,5.581019,18.24775,hpv_60,0,eep_4,bogangolo,OM_Groupe_2,,,,
38030,Z121,eep,BOUTOUKPA,ombelampoko,oui,oui,04/15/2019,5.541204,18.26911,hpv_60,0,eep_4,bogangolo,OM_Groupe_2,,,,
38024,Z120,eep,BOBAN,ombelampoko,oui,oui,04/15/2019,5.477369,18.32021,hpv_60,0,eep_4,bogangolo,OM_Groupe_2,,,,
38246,Y53,eep,NDONGOLONGO,,non,decommissioned,04/15/2019,4.890217,17.1503,hpv_60,0,eep_3,,,,,,
38243,Y51,eep,GUITANGOLA,lobaye,non,decommissioned,04/15/2019,4.889609,17.14633,hpv_60,0,eep_3,boganangone,,,,,
38240,Y50,eep,BOGUERE 1,lobaye,non,decommissioned,04/15/2019,4.884672,17.15087,hpv_60,0,eep_3,boganangone,,,,,
38237,A1010,eep,Mbolo 2,lobaye,problem,non,04/15/2019,4.747463,17.20243,india_mark_2,0,eep_3,boganangone,Lobaye_Groupe_11,,,,
38234,A1023,eep,MBOLO,lobaye,oui,oui,04/15/2019,4.752551,17.19958,india_mark_2,0,eep_3,boganangone,Lobaye_Groupe_11,,,,
38231,A1021,eep,BONAGUERO 2,lobaye,oui,oui,04/15/2019,4.825055,17.20029,india_mark_2,0,eep_3,boganangone,Lobaye_Groupe_11,,,,
38228,A1020,eep,BONAGUERO 1,lobaye,oui,oui,04/15/2019,4.840504,17.19781,india_mark_2,0,eep_3,boganangone,Lobaye_Groupe_11,,,,
38663,R363,eep,BOGANG2,ouhampende,oui,oui,04/15/2019,6.969678,15.27279,hpv_60,0,eep_2,koui,OP_Groupe_6,,,,
38027,X43,eep,Sarki bogang 4,ouhampende,oui,oui,04/15/2019,6.974293,15.32273,hpv_60,0,eep_2,koui,OP_Groupe_6,,,,
